ID,Flight Number,Origin Airport,Origin Code,Destination Airport,Destination Code,Departing Date,Departing Time,Duration,Distance,Time Zone Difference,Arrival Date,Arrival Time,Flight Type, Surcharge,Food Served,Route Cost,Miner Points,Total Seats,First Class Seats,Business Class Seats,Main Cabin Seats,First Class Price,Business Class Price,Main Cabin Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
1334,2321334,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/6/23,8:25 AM,219,1449,2,4/6/23,2:04 PM,International,4,true,57452,4347,150,8,40,100,7330,3601,1144,0,2,0,0.0,1739.8500000000001,0.0
1333,2311333,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/6/23,5:30 AM,219,1449,2,4/6/23,11:09 AM,International,4,true,57452,4347,164,13,63,86,5536,5490,1273,0,0,2,0.0,0.0,634.0500000000001
1332,2301332,Cancun International Airport,CUN,El Paso International Airport,ELP,4/6/23,12:10 PM,190,1229,-2,4/6/23,1:20 PM,International,4,true,71648,3687,151,11,48,83,7717,3538,1239,0,6,3,0.0,5379.9,934.9875
1331,2381331,Cancun International Airport,CUN,El Paso International Airport,ELP,4/6/23,8:25 AM,190,1229,-2,4/6/23,9:35 AM,International,4,true,71648,3687,138,10,41,82,5018,5009,1176,0,0,5,0.0,0.0,1519.65
1219,2341219,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/5/23,5:30 AM,142,957,1,4/5/23,8:52 AM,International,3,true,71871,2871,145,12,38,82,6589,5072,931,0,4,9,0.0,5113.549999999999,2078.425
1339,2371339,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/6/23,5:30 AM,639,4662,8,4/7/23,12:09 AM,International,12,true,67763,13986,169,8,59,87,12091,4877,838,0,2,13,0.0,2473.35,2866.575
1218,2331218,Heathrow Airport,LHR,El Paso International Airport,ELP,4/5/23,12:10 PM,645,5148,-7,4/5/23,3:55 PM,International,13,true,72726,15444,139,11,40,74,8029,3305,1193,0,0,14,0.0,0.0,4342.0
1350,2301350,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/6/23,12:10 PM,725,5322,-16,4/6/23,8:15 AM,International,14,true,51367,15966,156,14,50,92,8185,5573,1297,0,0,0,0.0,0.0,0.0
1349,2381349,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/6/23,8:25 AM,725,5322,-16,4/6/23,4:30 AM,International,14,true,51367,15966,159,10,49,82,11006,4157,1349,0,6,12,0.0,6118.375,4040.825
1348,2371348,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/6/23,5:30 AM,725,5322,-16,4/6/23,1:35 AM,International,14,true,51367,15966,173,15,57,95,10820,5995,1192,0,0,6,0.0,0.0,1770.325
1347,2361347,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/6/23,12:10 PM,725,5322,16,4/7/23,4:15 PM,International,14,true,75881,15966,157,10,31,94,5936,4801,884,0,18,4,0.0,21101.049999999996,957.6999999999999
1346,2351346,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/6/23,8:25 AM,725,5322,16,4/7/23,12:30 PM,International,14,true,75881,15966,169,12,57,86,11151,4337,1108,0,0,14,0.0,0.0,3962.7
1345,2341345,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/6/23,5:30 AM,725,5322,16,4/7/23,9:35 AM,International,14,true,75881,15966,166,9,57,86,5900,5135,1107,0,6,8,0.0,7472.112499999999,2192.8750000000005
1224,2301224,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/23,12:10 PM,142,957,-1,4/5/23,1:32 PM,International,3,true,56292,2871,177,14,56,93,8706,5164,1295,0,5,9,0.0,6502.9,2986.6250000000005
1223,2381223,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/23,8:25 AM,142,957,-1,4/5/23,9:47 AM,International,3,true,56292,2871,174,13,53,89,7682,3772,696,0,4,15,0.0,3687.7875000000004,2605.7875000000004
1344,2331344,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/6/23,12:10 PM,639,4662,-8,4/6/23,2:49 PM,International,12,true,54532,13986,164,9,56,94,6294,5753,799,0,0,5,0.0,0.0,1059.4
1222,2371222,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/5/23,5:30 AM,142,957,-1,4/5/23,6:52 AM,International,3,true,56292,2871,159,15,54,81,7480,4471,706,0,0,9,0.0,0.0,1615.5625
1343,2321343,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/6/23,8:25 AM,639,4662,-8,4/6/23,11:04 AM,International,12,true,54532,13986,147,8,47,89,8766,3858,771,0,3,0,0.0,2791.4,0.0
1342,2311342,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/6/23,5:30 AM,639,4662,-8,4/6/23,8:09 AM,International,12,true,54532,13986,148,13,42,80,6075,3910,1177,1,4,8,2914.15,3962.05,2440.4500000000003
1221,2361221,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/5/23,12:10 PM,142,957,1,4/5/23,3:32 PM,International,3,true,71871,2871,160,9,59,85,4568,4052,1084,0,2,5,0.0,1953.1250000000002,1419.0500000000002
800,238800,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/31/23,8:25 AM,639,4662,8,4/1/23,3:04 AM,International,12,true,67763,13986,172,8,51,97,12427,4938,863,1,8,7,5931.35,9467.025,1511.1125000000002
801,230801,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/31/23,12:10 PM,639,4662,8,4/1/23,6:49 AM,International,12,true,67763,13986,158,10,57,86,11528,5642,993,0,1,4,0.0,1365.65,3172.775
802,231802,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/23,5:30 AM,639,4662,-8,3/31/23,8:09 AM,International,12,true,54532,13986,157,11,38,94,5062,4800,950,2,6,6,5120.5,7269.25,1494.25
803,232803,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/23,8:25 AM,639,4662,-8,3/31/23,11:04 AM,International,12,true,54532,13986,154,12,53,75,9007,5351,900,0,0,14,0.0,0.0,3294.975
804,233804,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/31/23,12:10 PM,639,4662,-8,3/31/23,2:49 PM,International,12,true,54532,13986,160,8,40,91,8135,5204,849,1,9,11,3892.65,11821.699999999999,2399.65
805,234805,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/23,5:30 AM,725,5322,16,4/1/23,9:35 AM,International,14,true,75881,15966,154,9,57,81,9993,5280,1166,1,0,6,4777.1,0.0,1781.4250000000002
806,235806,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/23,8:25 AM,725,5322,16,4/1/23,12:30 PM,International,14,true,75881,15966,152,13,40,84,12035,4236,890,0,5,10,0.0,5359.15,2239.35
807,236807,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/31/23,12:10 PM,725,5322,16,4/1/23,4:15 PM,International,14,true,75881,15966,140,8,40,92,12595,5184,1156,0,0,0,0.0,0.0,0.0
808,237808,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/23,5:30 AM,725,5322,-16,3/31/23,1:35 AM,International,14,true,51367,15966,155,8,38,97,8262,3069,1138,0,12,0,0.0,9063.375,0.0
809,238809,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/23,8:25 AM,725,5322,-16,3/31/23,4:30 AM,International,14,true,51367,15966,149,10,48,90,4058,4651,1257,1,0,0,2060.25,0.0,0.0
1242,2301242,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/23,12:10 PM,190,1229,-2,4/5/23,1:20 PM,International,4,true,71648,3687,162,11,58,80,6380,5212,1198,0,5,8,0.0,6238.275,2344.8750000000005
1241,2381241,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/23,8:25 AM,190,1229,-2,4/5/23,9:35 AM,International,4,true,71648,3687,156,13,53,76,11326,4377,843,0,1,13,0.0,1062.3625,2858.8500000000004
1240,2371240,Cancun International Airport,CUN,El Paso International Airport,ELP,4/5/23,5:30 AM,190,1229,-2,4/5/23,6:40 AM,International,4,true,71648,3687,161,9,55,83,5353,5132,863,0,0,14,0.0,0.0,3140.8
1239,2361239,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/23,12:10 PM,190,1229,2,4/5/23,5:20 PM,International,4,true,76340,3687,165,12,48,82,9704,3747,807,0,8,15,0.0,7204.25,3133.1625
1238,2351238,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/23,8:25 AM,190,1229,2,4/5/23,1:35 PM,International,4,true,76340,3687,142,10,41,84,9143,5378,885,0,0,7,0.0,0.0,1611.6000000000001
1237,2341237,El Paso International Airport,ELP,Cancun International Airport,CUN,4/5/23,5:30 AM,190,1229,2,4/5/23,10:40 AM,International,4,true,76340,3687,161,12,48,90,5401,3831,902,0,4,7,0.0,3874.05,1561.7
810,230810,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/31/23,12:10 PM,725,5322,-16,3/31/23,8:15 AM,International,14,true,51367,15966,143,9,47,82,11654,5737,888,0,1,4,0.0,1389.6375,897.4749999999999
1132,2371132,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/4/23,5:30 AM,142,957,-1,4/4/23,6:52 AM,International,3,true,56292,2871,155,11,53,73,8762,5071,912,0,4,14,0.0,5112.549999999999,3214.2750000000005
1253,2321253,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/5/23,8:25 AM,639,4662,-8,4/5/23,11:04 AM,International,12,true,54532,13986,157,14,57,79,11238,5592,601,0,0,7,0.0,0.0,1156.8125
1252,2311252,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/5/23,5:30 AM,639,4662,-8,4/5/23,8:09 AM,International,12,true,54532,13986,152,6,35,96,8034,5214,1090,2,5,8,8092.5,6251.099999999999,2173.05
1131,2361131,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/4/23,12:10 PM,142,957,1,4/4/23,3:32 PM,International,3,true,71871,2871,173,8,54,92,12882,3410,765,3,9,7,18732.0,7761.95,1386.35
1130,2351130,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/4/23,8:25 AM,142,957,1,4/4/23,11:47 AM,International,3,true,71871,2871,180,13,61,99,8905,4773,1049,0,2,5,0.0,2371.45,1293.0500000000002
1251,2301251,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/23,12:10 PM,639,4662,8,4/6/23,6:49 AM,International,12,true,67763,13986,161,9,54,85,7345,4014,1263,1,0,12,3517.4,0.0,3927.5000000000005
1250,2381250,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/23,8:25 AM,639,4662,8,4/6/23,3:04 AM,International,12,true,67763,13986,148,15,45,76,11204,5251,1061,0,2,10,0.0,2660.35,2638.8250000000003
1129,2341129,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/4/23,5:30 AM,142,957,1,4/4/23,8:52 AM,International,3,true,71871,2871,147,11,34,95,10509,5126,970,0,7,0,0.0,8597.762499999999,0.0
1249,2371249,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,4/5/23,5:30 AM,639,4662,8,4/6/23,12:09 AM,International,12,true,67763,13986,167,10,48,95,7541,2865,801,0,12,2,0.0,8696.45,435.34999999999997
1128,2331128,Heathrow Airport,LHR,El Paso International Airport,ELP,4/4/23,12:10 PM,645,5148,-7,4/4/23,3:55 PM,International,13,true,72726,15444,145,13,40,68,10311,4288,1407,0,6,18,0.0,6196.975,6365.400000000001
1127,2321127,Heathrow Airport,LHR,El Paso International Airport,ELP,4/4/23,8:25 AM,645,5148,-7,4/4/23,12:10 PM,International,13,true,72726,15444,166,11,56,91,4432,5513,1176,3,3,2,6368.15,3988.525,623.35
1248,2361248,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/23,12:10 PM,219,1449,-2,4/5/23,1:49 PM,International,4,true,64960,4347,175,13,51,97,8922,5564,1288,0,9,5,0.0,12419.175,1627.475
1126,2311126,Heathrow Airport,LHR,El Paso International Airport,ELP,4/4/23,5:30 AM,645,5148,-7,4/4/23,9:15 AM,International,13,true,72726,15444,172,14,56,93,6193,5495,1359,0,0,9,0.0,0.0,3172.7
1247,2351247,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/23,8:25 AM,219,1449,-2,4/5/23,10:04 AM,International,4,true,64960,4347,152,14,45,92,7472,5460,1369,0,0,1,0.0,0.0,1395.25
1246,2341246,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,4/5/23,5:30 AM,219,1449,-2,4/5/23,7:09 AM,International,4,true,64960,4347,154,9,58,77,11278,3687,904,0,1,9,0.0,945.0,2051.8
1125,2301125,El Paso International Airport,ELP,Heathrow Airport,LHR,4/4/23,12:10 PM,645,5148,7,4/5/23,5:55 AM,International,13,true,66329,15444,167,10,56,101,9761,5081,1122,0,0,0,0.0,0.0,0.0
1124,2381124,El Paso International Airport,ELP,Heathrow Airport,LHR,4/4/23,8:25 AM,645,5148,7,4/5/23,2:10 AM,International,13,true,66329,15444,166,13,57,78,11757,4774,852,0,7,11,0.0,8014.812499999999,2431.9750000000004
1245,2331245,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/23,12:10 PM,219,1449,2,4/5/23,5:49 PM,International,4,true,57452,4347,155,12,38,101,9509,3480,1044,0,4,0,0.0,3523.05,0.0
1123,2371123,El Paso International Airport,ELP,Heathrow Airport,LHR,4/4/23,5:30 AM,645,5148,7,4/4/23,11:15 PM,International,13,true,66329,15444,150,8,49,90,7933,5180,1069,0,0,3,0.0,0.0,804.9499999999999
1244,2321244,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/23,8:25 AM,219,1449,2,4/5/23,2:04 PM,International,4,true,57452,4347,162,11,59,78,7339,3194,1436,0,5,9,0.0,4042.15,3179.3250000000003
700,237700,Cancun International Airport,CUN,El Paso International Airport,ELP,3/30/23,5:30 AM,190,1229,-2,3/30/23,6:40 AM,International,4,true,71648,3687,165,11,51,92,7625,3230,953,0,6,5,0.0,4901.25,1257.55
1243,2311243,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,4/5/23,5:30 AM,219,1449,2,4/5/23,11:09 AM,International,4,true,57452,4347,145,11,41,85,5844,4716,1083,2,0,6,5892.5,0.0,1598.85
943,237943,El Paso International Airport,ELP,Heathrow Airport,LHR,4/2/23,5:30 AM,645,5148,7,4/2/23,11:15 PM,International,13,true,66329,15444,165,14,46,94,11064,3397,955,0,4,7,0.0,3279.125,1750.8500000000001
701,238701,Cancun International Airport,CUN,El Paso International Airport,ELP,3/30/23,8:25 AM,190,1229,-2,3/30/23,9:35 AM,International,4,true,71648,3687,166,13,52,75,10747,3071,986,1,6,19,5128.6,4431.75,4622.6
944,238944,El Paso International Airport,ELP,Heathrow Airport,LHR,4/2/23,8:25 AM,645,5148,7,4/3/23,2:10 AM,International,13,true,66329,15444,159,14,54,76,10791,3237,832,1,4,10,5154.725,3290.05,2203.8
702,230702,Cancun International Airport,CUN,El Paso International Airport,ELP,3/30/23,12:10 PM,190,1229,-2,3/30/23,1:20 PM,International,4,true,71648,3687,159,14,58,87,10061,4601,1027,0,0,0,0.0,0.0,0.0
703,231703,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/30/23,5:30 AM,219,1449,2,3/30/23,11:09 AM,International,4,true,57452,4347,148,9,43,82,9958,4664,1017,0,0,14,0.0,0.0,3612.1375000000003
945,230945,El Paso International Airport,ELP,Heathrow Airport,LHR,4/2/23,12:10 PM,645,5148,7,4/3/23,5:55 AM,International,13,true,66329,15444,162,10,58,87,7591,5967,1325,0,4,3,0.0,5737.849999999999,1037.95
946,231946,Heathrow Airport,LHR,El Paso International Airport,ELP,4/2/23,5:30 AM,645,5148,-7,4/2/23,9:15 AM,International,13,true,72726,15444,156,11,47,88,10159,3076,885,0,0,10,0.0,0.0,2268.5249999999996
704,232704,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/30/23,8:25 AM,219,1449,2,3/30/23,2:04 PM,International,4,true,57452,4347,168,8,57,98,7807,3924,1022,1,0,4,3732.1,0.0,1013.375
947,232947,Heathrow Airport,LHR,El Paso International Airport,ELP,4/2/23,8:25 AM,645,5148,-7,4/2/23,12:10 PM,International,13,true,72726,15444,162,11,56,84,4689,3646,927,0,4,7,0.0,3515.675,1619.1750000000002
705,233705,El Paso International Airport,ELP,Toronto Pearson International Airport,YYZ,3/30/23,12:10 PM,219,1449,2,3/30/23,5:49 PM,International,4,true,57452,4347,157,4,61,78,3918,5571,876,5,0,9,9866.3,0.0,2046.6
706,234706,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/30/23,5:30 AM,219,1449,-2,3/30/23,7:09 AM,International,4,true,64960,4347,147,11,47,89,6230,4542,1143,0,0,0,0.0,0.0,0.0
948,233948,Heathrow Airport,LHR,El Paso International Airport,ELP,4/2/23,12:10 PM,645,5148,-7,4/2/23,3:55 PM,International,13,true,72726,15444,161,10,48,100,10448,4092,1062,0,0,3,0.0,0.0,840.6999999999999
949,234949,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/2/23,5:30 AM,142,957,1,4/2/23,8:52 AM,International,3,true,71871,2871,159,10,42,93,8595,5805,864,0,5,9,0.0,6940.799999999999,1989.75
707,235707,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/30/23,8:25 AM,219,1449,-2,3/30/23,10:04 AM,International,4,true,64960,4347,168,13,62,88,8494,5402,796,1,0,4,4271.25,0.0,825.3249999999999
708,236708,Toronto Pearson International Airport,YYZ,El Paso International Airport,ELP,3/30/23,12:10 PM,219,1449,-2,3/30/23,1:49 PM,International,4,true,64960,4347,150,14,47,87,5861,5379,1152,1,0,1,2954.75,0.0,311.25
709,237709,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/30/23,5:30 AM,639,4662,8,3/31/23,12:09 AM,International,12,true,67763,13986,168,15,56,86,5204,4073,1305,0,0,11,0.0,0.0,3586.525
1260,2301260,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/5/23,12:10 PM,725,5322,-16,4/5/23,8:15 AM,International,14,true,51367,15966,150,9,49,92,8661,3623,1036,0,0,0,0.0,0.0,0.0
1259,2381259,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/5/23,8:25 AM,725,5322,-16,4/5/23,4:30 AM,International,14,true,51367,15966,139,8,40,83,13082,3476,997,0,4,4,0.0,3356.0750000000003,1070.7
1258,2371258,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,4/5/23,5:30 AM,725,5322,-16,4/5/23,1:35 AM,International,14,true,51367,15966,144,13,43,81,9871,3796,920,0,0,7,0.0,0.0,1610.15
950,235950,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/2/23,8:25 AM,142,957,1,4/2/23,11:47 AM,International,3,true,71871,2871,156,9,51,96,7409,3410,1000,0,0,0,0.0,0.0,0.0
1257,2361257,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/5/23,12:10 PM,725,5322,16,4/6/23,4:15 PM,International,14,true,75881,15966,143,14,40,88,6206,3035,1151,0,1,0,0.0,747.9125,0.0
1256,2351256,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/5/23,8:25 AM,725,5322,16,4/6/23,12:30 PM,International,14,true,75881,15966,147,12,45,88,9787,3916,1043,0,0,2,0.0,0.0,531.45
951,236951,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,4/2/23,12:10 PM,142,957,1,4/2/23,3:32 PM,International,3,true,71871,2871,153,8,58,87,7882,3401,1061,0,0,0,0.0,0.0,0.0
952,237952,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/2/23,5:30 AM,142,957,-1,4/2/23,6:52 AM,International,3,true,56292,2871,146,5,45,82,5567,4986,649,6,0,8,16775.899999999998,0.0,1364.95
1255,2341255,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,4/5/23,5:30 AM,725,5322,16,4/6/23,9:35 AM,International,14,true,75881,15966,140,6,41,85,3462,5486,930,3,0,5,5249.45,0.0,1185.35
710,238710,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/30/23,8:25 AM,639,4662,8,3/31/23,3:04 AM,International,12,true,67763,13986,140,9,39,85,7194,5054,846,1,1,5,3626.25,1226.0,1064.1000000000001
1134,2301134,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/4/23,12:10 PM,142,957,-1,4/4/23,1:32 PM,International,3,true,56292,2871,167,8,50,93,9545,5307,1211,0,8,8,0.0,10680.949999999999,2367.2000000000003
953,238953,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/2/23,8:25 AM,142,957,-1,4/2/23,9:47 AM,International,3,true,56292,2871,167,7,51,96,8506,3172,1003,1,6,6,4063.175,4828.400000000001,1540.4
1133,2381133,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/4/23,8:25 AM,142,957,-1,4/4/23,9:47 AM,International,3,true,56292,2871,161,10,60,77,4813,4808,947,3,2,9,7256.95,2312.225,2220.2000000000003
711,230711,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,3/30/23,12:10 PM,639,4662,8,3/31/23,6:49 AM,International,12,true,67763,13986,168,15,49,96,8349,5482,1326,0,0,8,0.0,0.0,2621.45
1254,2331254,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,4/5/23,12:10 PM,639,4662,-8,4/5/23,2:49 PM,International,12,true,54532,13986,163,12,45,100,8156,4757,826,0,3,3,0.0,3431.9375000000005,631.0999999999999
712,231712,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/30/23,5:30 AM,639,4662,-8,3/30/23,8:09 AM,International,12,true,54532,13986,164,10,50,102,5668,3302,832,0,0,2,0.0,0.0,429.325
954,230954,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,4/2/23,12:10 PM,142,957,-1,4/2/23,1:32 PM,International,3,true,56292,2871,164,13,53,90,10360,4188,847,0,1,7,0.0,1069.5,1548.025
713,232713,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/30/23,8:25 AM,639,4662,-8,3/30/23,11:04 AM,International,12,true,54532,13986,145,9,40,84,6155,4978,1162,1,5,6,3106.75,5970.849999999999,1723.775
714,233714,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,3/30/23,12:10 PM,639,4662,-8,3/30/23,2:49 PM,International,12,true,54532,13986,163,12,56,89,10137,4665,1090,0,0,6,0.0,0.0,1707.7
715,234715,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/30/23,5:30 AM,725,5322,16,3/31/23,9:35 AM,International,14,true,75881,15966,173,12,59,92,10674,5376,730,0,0,10,0.0,0.0,1859.35
716,235716,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/30/23,8:25 AM,725,5322,16,3/31/23,12:30 PM,International,14,true,75881,15966,154,13,41,88,11351,5499,854,0,1,11,0.0,1402.5,2405.95
717,236717,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,3/30/23,12:10 PM,725,5322,16,3/31/23,4:15 PM,International,14,true,75881,15966,140,9,39,83,11884,4949,971,0,5,4,0.0,5939.737499999999,1026.05
718,237718,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/30/23,5:30 AM,725,5322,-16,3/30/23,1:35 AM,International,14,true,51367,15966,149,9,38,89,11571,4484,1022,0,6,7,0.0,6799.25,1779.7250000000001
719,238719,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,3/30/23,8:25 AM,725,5322,-16,3/30/23,4:30 AM,International,14,true,51367,15966,166,10,60,91,11779,4958,777,0,4,1,0.0,4763.974999999999,222.0
